label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Text,194,16,13,18,TRAIN_00008.jpg,388,36
Text,211,13,13,22,TRAIN_00008.jpg,388,36
Text,19,4,9,15,TRAIN_00009.jpg,388,24
Text,28,3,8,15,TRAIN_00009.jpg,388,24
Text,35,3,10,16,TRAIN_00009.jpg,388,24
Text,45,3,9,15,TRAIN_00009.jpg,388,24
Text,54,4,11,16,TRAIN_00009.jpg,388,24
Text,66,6,8,13,TRAIN_00009.jpg,388,24
Text,83,3,16,19,TRAIN_00009.jpg,388,24
Text,108,1,14,20,TRAIN_00009.jpg,388,24
Text,124,3,14,18,TRAIN_00009.jpg,388,24
Text,142,4,15,15,TRAIN_00009.jpg,388,24
Text,160,0,12,19,TRAIN_00009.jpg,388,24
Text,177,4,12,15,TRAIN_00009.jpg,388,24
Text,194,5,16,15,TRAIN_00009.jpg,388,24
Text,38,4,9,12,TRAIN_00010.jpg,284,70
Text,84,4,10,12,TRAIN_00010.jpg,284,70
Text,74,3,9,12,TRAIN_00010.jpg,284,70
Text,65,4,9,12,TRAIN_00010.jpg,284,70
Text,56,5,8,12,TRAIN_00010.jpg,284,70
Text,47,4,8,12,TRAIN_00010.jpg,284,70
Text,38,39,11,14,TRAIN_00010.jpg,284,70
Text,52,40,10,15,TRAIN_00010.jpg,284,70
Text,67,38,10,15,TRAIN_00010.jpg,284,70
Text,83,40,10,13,TRAIN_00010.jpg,284,70
Text,99,40,12,14,TRAIN_00010.jpg,284,70
Text,39,60,10,10,TRAIN_00010.jpg,284,70
Text,49,61,7,9,TRAIN_00010.jpg,284,70
Text,57,61,8,9,TRAIN_00010.jpg,284,70
Text,65,61,9,9,TRAIN_00010.jpg,284,70
Text,76,61,9,9,TRAIN_00010.jpg,284,70
Text,86,61,8,9,TRAIN_00010.jpg,284,70
Text,98,59,9,11,TRAIN_00010.jpg,284,70
Text,107,60,8,10,TRAIN_00010.jpg,284,70
Text,115,59,4,11,TRAIN_00010.jpg,284,70
Text,119,60,8,10,TRAIN_00010.jpg,284,70
Text,128,60,9,10,TRAIN_00010.jpg,284,70
Text,137,60,7,10,TRAIN_00010.jpg,284,70
Text,145,60,9,10,TRAIN_00010.jpg,284,70
Text,154,60,9,10,TRAIN_00010.jpg,284,70
Text,163,60,8,10,TRAIN_00010.jpg,284,70
Text,8,10,15,18,TRAIN_00011.jpg,324,44
Text,26,12,14,18,TRAIN_00011.jpg,324,44
Text,42,9,14,20,TRAIN_00011.jpg,324,44
Text,62,8,13,21,TRAIN_00011.jpg,324,44
Text,9,15,9,12,TRAIN_00012.jpg,388,36
Text,19,15,9,13,TRAIN_00012.jpg,388,36
Text,28,16,12,13,TRAIN_00012.jpg,388,36
Text,42,18,6,11,TRAIN_00012.jpg,388,36
Text,86,10,11,22,TRAIN_00012.jpg,388,36
Text,106,18,11,12,TRAIN_00012.jpg,388,36
Text,123,18,13,11,TRAIN_00012.jpg,388,36
Text,145,11,7,19,TRAIN_00012.jpg,388,36
Text,163,12,6,19,TRAIN_00012.jpg,388,36
Text,179,19,12,12,TRAIN_00012.jpg,388,36
Text,195,13,12,16,TRAIN_00012.jpg,388,36
Text,213,20,12,11,TRAIN_00012.jpg,388,36
Text,233,18,13,12,TRAIN_00012.jpg,388,36
Text,7,12,17,20,TRAIN_00013.jpg,324,44
Text,27,12,14,19,TRAIN_00013.jpg,324,44
Text,43,14,13,17,TRAIN_00013.jpg,324,44
Text,62,12,12,18,TRAIN_00013.jpg,324,44
Text,78,12,16,19,TRAIN_00013.jpg,324,44
Text,8,12,12,15,TRAIN_00014.jpg,324,44
Text,24,17,11,11,TRAIN_00014.jpg,324,44
Text,39,15,13,12,TRAIN_00014.jpg,324,44
Text,59,14,12,12,TRAIN_00014.jpg,324,44
Text,76,13,12,15,TRAIN_00014.jpg,324,44
Text,97,13,10,18,TRAIN_00014.jpg,324,44
Text,112,16,15,13,TRAIN_00014.jpg,324,44
Text,30,5,9,11,TRAIN_00015.jpg,284,65
Text,40,4,8,12,TRAIN_00015.jpg,284,65
Text,49,3,8,13,TRAIN_00015.jpg,284,65
Text,58,3,8,13,TRAIN_00015.jpg,284,65
Text,67,4,9,12,TRAIN_00015.jpg,284,65
Text,76,4,11,12,TRAIN_00015.jpg,284,65
Text,27,39,13,15,TRAIN_00015.jpg,284,65
Text,44,38,11,15,TRAIN_00015.jpg,284,65
Text,60,39,12,15,TRAIN_00015.jpg,284,65
Text,76,38,10,15,TRAIN_00015.jpg,284,65
Text,89,38,13,14,TRAIN_00015.jpg,284,65
Text,105,39,14,13,TRAIN_00015.jpg,284,65
Text,4,10,11,17,TRAIN_00016.jpg,388,36
Text,14,10,8,16,TRAIN_00016.jpg,388,36
Text,23,11,13,14,TRAIN_00016.jpg,388,36
Text,38,12,12,13,TRAIN_00016.jpg,388,36
Text,79,8,13,20,TRAIN_00016.jpg,388,36
Text,101,9,13,18,TRAIN_00016.jpg,388,36
Text,116,9,14,18,TRAIN_00016.jpg,388,36
Text,133,11,16,17,TRAIN_00016.jpg,388,36
Text,153,11,16,16,TRAIN_00016.jpg,388,36
Text,172,16,12,11,TRAIN_00016.jpg,388,36
Text,188,13,13,13,TRAIN_00016.jpg,388,36
Text,208,15,13,12,TRAIN_00016.jpg,388,36
Text,226,14,12,14,TRAIN_00016.jpg,388,36
Text,242,14,10,15,TRAIN_00016.jpg,388,36
Text,260,14,13,15,TRAIN_00016.jpg,388,36
Text,20,8,11,16,TRAIN_00017.jpg,284,31
Text,37,8,11,16,TRAIN_00017.jpg,284,31
Text,51,11,11,11,TRAIN_00017.jpg,284,31
Text,69,9,11,13,TRAIN_00017.jpg,284,31
Text,85,10,12,13,TRAIN_00017.jpg,284,31
Text,100,7,11,15,TRAIN_00017.jpg,284,31
Text,115,7,12,15,TRAIN_00017.jpg,284,31
Text,2,15,10,15,TRAIN_00018.jpg,388,36
Text,12,15,8,16,TRAIN_00018.jpg,388,36
Text,22,14,12,16,TRAIN_00018.jpg,388,36
Text,34,15,9,16,TRAIN_00018.jpg,388,36
Text,78,14,14,19,TRAIN_00018.jpg,388,36
Text,97,15,13,20,TRAIN_00018.jpg,388,36
Text,117,14,13,20,TRAIN_00018.jpg,388,36
Text,133,14,18,18,TRAIN_00018.jpg,388,36
Text,154,18,12,18,TRAIN_00018.jpg,388,36
Text,172,14,14,20,TRAIN_00018.jpg,388,36
Text,189,17,12,16,TRAIN_00018.jpg,388,36
Text,203,17,16,18,TRAIN_00018.jpg,388,36
Text,40,7,11,14,TRAIN_00019.jpg,284,50
Text,51,7,10,15,TRAIN_00019.jpg,284,50
Text,61,7,12,14,TRAIN_00019.jpg,284,50
Text,37,26,15,17,TRAIN_00019.jpg,284,50
Text,54,28,11,14,TRAIN_00019.jpg,284,50
Text,68,27,12,15,TRAIN_00019.jpg,284,50
Text,83,26,14,17,TRAIN_00019.jpg,284,50
Text,101,27,12,19,TRAIN_00019.jpg,284,50
Text,115,27,10,16,TRAIN_00019.jpg,284,50
Text,127,26,16,17,TRAIN_00019.jpg,284,50
Text,146,27,17,17,TRAIN_00019.jpg,284,50
Text,6,9,16,23,TRAIN_00020.jpg,324,44
Text,25,12,11,20,TRAIN_00020.jpg,324,44
Text,43,14,14,18,TRAIN_00020.jpg,324,44
Text,60,13,14,19,TRAIN_00020.jpg,324,44
Text,78,13,10,20,TRAIN_00020.jpg,324,44
Text,96,10,16,19,TRAIN_00020.jpg,324,44
Text,29,2,10,15,TRAIN_00021.jpg,284,64
Text,39,3,10,15,TRAIN_00021.jpg,284,64
Text,49,4,8,14,TRAIN_00021.jpg,284,64
Text,57,4,10,15,TRAIN_00021.jpg,284,64
Text,66,4,10,14,TRAIN_00021.jpg,284,64
Text,76,3,14,15,TRAIN_00021.jpg,284,64
Text,25,33,19,25,TRAIN_00021.jpg,284,64
Text,43,34,17,21,TRAIN_00021.jpg,284,64
Text,56,36,17,19,TRAIN_00021.jpg,284,64
Text,73,36,16,20,TRAIN_00021.jpg,284,64
Text,18,10,12,13,TRAIN_00022.jpg,284,31
Text,33,9,11,15,TRAIN_00022.jpg,284,31
Text,48,7,13,16,TRAIN_00022.jpg,284,31
Text,65,10,10,14,TRAIN_00022.jpg,284,31
Text,82,10,12,15,TRAIN_00022.jpg,284,31
Text,98,8,12,15,TRAIN_00022.jpg,284,31
Text,114,9,11,15,TRAIN_00022.jpg,284,31
Text,128,9,13,14,TRAIN_00022.jpg,284,31
Text,18,10,11,15,TRAIN_00023.jpg,284,31
Text,30,9,12,15,TRAIN_00023.jpg,284,31
Text,48,10,15,13,TRAIN_00023.jpg,284,31
Text,65,7,14,16,TRAIN_00023.jpg,284,31
Text,81,8,14,17,TRAIN_00023.jpg,284,31
Text,18,3,9,15,TRAIN_00024.jpg,388,25
Text,27,2,9,16,TRAIN_00024.jpg,388,25
Text,36,2,10,14,TRAIN_00024.jpg,388,25
Text,45,2,11,13,TRAIN_00024.jpg,388,25
Text,54,3,12,13,TRAIN_00024.jpg,388,25
Text,67,4,9,12,TRAIN_00024.jpg,388,25
Text,88,1,13,19,TRAIN_00024.jpg,388,25
Text,106,4,12,15,TRAIN_00024.jpg,388,25
Text,124,0,16,17,TRAIN_00024.jpg,388,25
Text,146,8,11,11,TRAIN_00024.jpg,388,25
Text,160,1,12,20,TRAIN_00024.jpg,388,25
Text,177,4,13,15,TRAIN_00024.jpg,388,25
Text,194,7,14,13,TRAIN_00024.jpg,388,25
Text,214,6,14,14,TRAIN_00024.jpg,388,25
Text,8,9,17,24,TRAIN_00025.jpg,324,44
Text,29,14,8,22,TRAIN_00025.jpg,324,44
Text,40,11,17,22,TRAIN_00025.jpg,324,44
Text,61,13,15,21,TRAIN_00025.jpg,324,44
Text,82,14,9,18,TRAIN_00025.jpg,324,44
Text,98,10,13,23,TRAIN_00025.jpg,324,44
Text,115,13,15,19,TRAIN_00025.jpg,324,44
Text,131,13,15,17,TRAIN_00025.jpg,324,44
Text,29,2,11,15,TRAIN_00026.jpg,284,64
Text,39,3,10,14,TRAIN_00026.jpg,284,64
Text,48,4,10,15,TRAIN_00026.jpg,284,64
Text,57,4,9,13,TRAIN_00026.jpg,284,64
Text,67,4,9,14,TRAIN_00026.jpg,284,64
Text,75,4,14,15,TRAIN_00026.jpg,284,64
Text,27,38,14,16,TRAIN_00026.jpg,284,64
Text,44,40,10,15,TRAIN_00026.jpg,284,64
Text,58,40,15,15,TRAIN_00026.jpg,284,64
Text,76,39,9,16,TRAIN_00026.jpg,284,64
Text,88,41,14,12,TRAIN_00026.jpg,284,64
Text,104,38,13,16,TRAIN_00026.jpg,284,64
Text,8,14,14,17,TRAIN_00027.jpg,324,44
Text,28,11,9,19,TRAIN_00027.jpg,324,44
Text,44,11,13,18,TRAIN_00027.jpg,324,44
Text,61,11,12,19,TRAIN_00027.jpg,324,44
Text,81,9,9,24,TRAIN_00027.jpg,324,44
Text,95,11,14,19,TRAIN_00027.jpg,324,44
Text,11,11,13,22,TRAIN_00028.jpg,324,44
Text,24,12,16,21,TRAIN_00028.jpg,324,44
Text,43,12,14,21,TRAIN_00028.jpg,324,44
Text,59,10,14,22,TRAIN_00028.jpg,324,44
Text,77,11,14,21,TRAIN_00028.jpg,324,44
Text,2,17,10,16,TRAIN_00029.jpg,388,36
Text,11,17,12,15,TRAIN_00029.jpg,388,36
Text,22,19,13,14,TRAIN_00029.jpg,388,36
Text,35,20,9,13,TRAIN_00029.jpg,388,36
Text,81,19,14,17,TRAIN_00029.jpg,388,36
Text,99,17,13,19,TRAIN_00029.jpg,388,36
Text,117,18,14,18,TRAIN_00029.jpg,388,36
Text,135,19,12,17,TRAIN_00029.jpg,388,36
Text,151,19,16,17,TRAIN_00029.jpg,388,36
Text,19,8,10,15,TRAIN_00030.jpg,284,31
Text,36,6,9,16,TRAIN_00030.jpg,284,31
Text,49,8,12,17,TRAIN_00030.jpg,284,31
Text,65,4,11,17,TRAIN_00030.jpg,284,31
Text,82,7,11,20,TRAIN_00030.jpg,284,31
Text,97,7,11,17,TRAIN_00030.jpg,284,31
Text,112,9,11,18,TRAIN_00030.jpg,284,31
Text,32,3,11,14,TRAIN_00031.jpg,284,65
Text,43,4,9,13,TRAIN_00031.jpg,284,65
Text,51,4,9,13,TRAIN_00031.jpg,284,65
Text,59,3,11,14,TRAIN_00031.jpg,284,65
Text,69,3,11,14,TRAIN_00031.jpg,284,65
Text,79,4,12,13,TRAIN_00031.jpg,284,65
Text,32,33,14,24,TRAIN_00031.jpg,284,65
Text,47,36,15,20,TRAIN_00031.jpg,284,65
Text,64,36,12,19,TRAIN_00031.jpg,284,65
Text,78,34,14,20,TRAIN_00031.jpg,284,65
Text,19,10,14,18,TRAIN_00032.jpg,284,31
Text,38,11,11,16,TRAIN_00032.jpg,284,31
Text,52,11,12,16,TRAIN_00032.jpg,284,31
Text,67,11,12,17,TRAIN_00032.jpg,284,31
Text,83,12,13,15,TRAIN_00032.jpg,284,31
Text,100,10,10,16,TRAIN_00032.jpg,284,31
Text,114,10,17,17,TRAIN_00032.jpg,284,31
Text,6,8,18,22,TRAIN_00033.jpg,324,44
Text,26,11,17,21,TRAIN_00033.jpg,324,44
Text,44,11,15,20,TRAIN_00033.jpg,324,44
Text,61,10,14,21,TRAIN_00033.jpg,324,44
Text,79,11,16,19,TRAIN_00033.jpg,324,44
Text,97,10,16,17,TRAIN_00033.jpg,324,44
Text,8,10,13,19,TRAIN_00034.jpg,324,44
Text,25,9,15,19,TRAIN_00034.jpg,324,44
Text,42,12,12,20,TRAIN_00034.jpg,324,44
Text,57,12,14,20,TRAIN_00034.jpg,324,44
Text,78,11,15,20,TRAIN_00034.jpg,324,44
Text,94,10,17,20,TRAIN_00034.jpg,324,44
Text,115,11,9,20,TRAIN_00034.jpg,324,44
Text,131,10,17,20,TRAIN_00034.jpg,324,44
Text,18,1,10,19,TRAIN_00035.jpg,388,30
Text,24,0,13,19,TRAIN_00035.jpg,388,30
Text,34,4,13,15,TRAIN_00035.jpg,388,30
Text,44,2,10,17,TRAIN_00035.jpg,388,30
Text,51,3,16,16,TRAIN_00035.jpg,388,30
Text,65,5,10,13,TRAIN_00035.jpg,388,30
Text,85,2,16,17,TRAIN_00035.jpg,388,30
Text,104,3,16,16,TRAIN_00035.jpg,388,30
Text,124,2,14,16,TRAIN_00035.jpg,388,30
Text,142,2,16,18,TRAIN_00035.jpg,388,30
Text,161,1,13,17,TRAIN_00035.jpg,388,30
Text,17,4,13,16,TRAIN_00036.jpg,284,31
Text,32,6,14,15,TRAIN_00036.jpg,284,31
Text,48,2,12,21,TRAIN_00036.jpg,284,31
Text,64,7,13,17,TRAIN_00036.jpg,284,31
Text,81,4,14,19,TRAIN_00036.jpg,284,31
Text,99,6,11,17,TRAIN_00036.jpg,284,31
Text,114,5,10,17,TRAIN_00036.jpg,284,31
Text,127,3,21,21,TRAIN_00036.jpg,284,31
Text,10,13,13,20,TRAIN_00037.jpg,324,44
Text,29,13,14,16,TRAIN_00037.jpg,324,44
Text,46,10,12,20,TRAIN_00037.jpg,324,44
Text,64,12,11,20,TRAIN_00037.jpg,324,44
Text,79,12,15,17,TRAIN_00037.jpg,324,44
Text,29,2,9,15,TRAIN_00038.jpg,284,67
Text,37,2,12,15,TRAIN_00038.jpg,284,67
Text,46,3,11,13,TRAIN_00038.jpg,284,67
Text,55,3,13,15,TRAIN_00038.jpg,284,67
Text,67,2,9,15,TRAIN_00038.jpg,284,67
Text,74,1,17,15,TRAIN_00038.jpg,284,67
Text,26,37,17,18,TRAIN_00038.jpg,284,67
Text,43,38,15,17,TRAIN_00038.jpg,284,67
Text,59,39,12,15,TRAIN_00038.jpg,284,67
Text,73,38,14,16,TRAIN_00038.jpg,284,67
Text,89,37,14,16,TRAIN_00038.jpg,284,67
Text,105,38,16,16,TRAIN_00038.jpg,284,67
Text,122,39,14,15,TRAIN_00038.jpg,284,67
Text,31,2,9,15,TRAIN_00039.jpg,284,64
Text,41,2,11,14,TRAIN_00039.jpg,284,64
Text,51,3,9,13,TRAIN_00039.jpg,284,64
Text,59,2,11,14,TRAIN_00039.jpg,284,64
Text,68,3,11,13,TRAIN_00039.jpg,284,64
Text,76,3,16,14,TRAIN_00039.jpg,284,64
Text,27,34,16,19,TRAIN_00039.jpg,284,64
Text,47,36,10,18,TRAIN_00039.jpg,284,64
Text,59,38,13,15,TRAIN_00039.jpg,284,64
Text,75,37,15,16,TRAIN_00039.jpg,284,64
Text,91,38,12,15,TRAIN_00039.jpg,284,64
Text,106,39,12,13,TRAIN_00039.jpg,284,64
Text,123,36,11,17,TRAIN_00039.jpg,284,64
Text,137,35,14,19,TRAIN_00039.jpg,284,64
Text,8,12,17,19,TRAIN_00040.jpg,324,44
Text,25,13,13,19,TRAIN_00040.jpg,324,44
Text,42,15,15,15,TRAIN_00040.jpg,324,44
Text,59,14,15,17,TRAIN_00040.jpg,324,44
Text,81,16,13,15,TRAIN_00040.jpg,324,44
Text,95,15,14,16,TRAIN_00040.jpg,324,44
Text,6,12,17,20,TRAIN_00041.jpg,324,44
Text,25,13,15,19,TRAIN_00041.jpg,324,44
Text,42,10,14,22,TRAIN_00041.jpg,324,44
Text,59,11,16,21,TRAIN_00041.jpg,324,44
Text,77,11,14,21,TRAIN_00041.jpg,324,44
Text,93,12,18,19,TRAIN_00041.jpg,324,44
Text,6,9,16,25,TRAIN_00042.jpg,324,44
Text,26,12,16,24,TRAIN_00042.jpg,324,44
Text,44,9,17,24,TRAIN_00042.jpg,324,44
Text,64,13,13,20,TRAIN_00042.jpg,324,44
Text,79,13,17,23,TRAIN_00042.jpg,324,44
Text,98,11,20,21,TRAIN_00042.jpg,324,44
Text,5,8,18,24,TRAIN_00043.jpg,324,44
Text,24,8,17,25,TRAIN_00043.jpg,324,44
Text,44,11,20,22,TRAIN_00043.jpg,324,44
Text,64,8,14,27,TRAIN_00043.jpg,324,44
Text,81,10,17,25,TRAIN_00043.jpg,324,44
Text,9,11,17,24,TRAIN_00044.jpg,324,44
Text,28,7,16,24,TRAIN_00044.jpg,324,44
Text,47,11,13,23,TRAIN_00044.jpg,324,44
Text,61,8,16,24,TRAIN_00044.jpg,324,44
Text,79,12,16,22,TRAIN_00044.jpg,324,44
Text,97,12,15,21,TRAIN_00044.jpg,324,44
Text,115,12,18,20,TRAIN_00044.jpg,324,44
Text,135,10,18,20,TRAIN_00044.jpg,324,44
Text,29,3,10,14,TRAIN_00045.jpg,284,68
Text,39,4,10,12,TRAIN_00045.jpg,284,68
Text,48,4,10,14,TRAIN_00045.jpg,284,68
Text,57,4,11,13,TRAIN_00045.jpg,284,68
Text,67,5,9,11,TRAIN_00045.jpg,284,68
Text,76,5,13,13,TRAIN_00045.jpg,284,68
Text,27,34,16,22,TRAIN_00045.jpg,284,68
Text,45,36,15,18,TRAIN_00045.jpg,284,68
Text,61,36,11,18,TRAIN_00045.jpg,284,68
Text,75,37,15,19,TRAIN_00045.jpg,284,68
Text,90,36,17,19,TRAIN_00045.jpg,284,68
Text,6,12,10,15,TRAIN_00046.jpg,388,36
Text,14,12,14,14,TRAIN_00046.jpg,388,36
Text,24,12,14,14,TRAIN_00046.jpg,388,36
Text,39,15,11,10,TRAIN_00046.jpg,388,36
Text,75,1,23,29,TRAIN_00046.jpg,388,36
Text,101,9,14,20,TRAIN_00046.jpg,388,36
Text,119,14,21,16,TRAIN_00046.jpg,388,36
Text,139,15,14,14,TRAIN_00046.jpg,388,36
Text,155,12,16,18,TRAIN_00046.jpg,388,36
Text,175,15,14,12,TRAIN_00046.jpg,388,36
Text,192,12,16,20,TRAIN_00046.jpg,388,36
Text,209,12,15,17,TRAIN_00046.jpg,388,36
Text,225,13,17,20,TRAIN_00046.jpg,388,36
Text,244,7,17,23,TRAIN_00046.jpg,388,36
Text,263,9,15,22,TRAIN_00046.jpg,388,36
Text,281,6,18,21,TRAIN_00046.jpg,388,36
Text,29,3,11,13,TRAIN_00047.jpg,284,68
Text,40,3,9,14,TRAIN_00047.jpg,284,68
Text,48,3,9,14,TRAIN_00047.jpg,284,68
Text,56,3,10,13,TRAIN_00047.jpg,284,68
Text,66,4,11,13,TRAIN_00047.jpg,284,68
Text,76,4,13,13,TRAIN_00047.jpg,284,68
Text,27,33,15,23,TRAIN_00047.jpg,284,68
Text,45,36,11,16,TRAIN_00047.jpg,284,68
Text,60,25,15,27,TRAIN_00047.jpg,284,68
Text,76,34,11,21,TRAIN_00047.jpg,284,68
Text,90,37,14,16,TRAIN_00047.jpg,284,68
Text,18,5,13,17,TRAIN_00048.jpg,284,31
Text,34,5,13,19,TRAIN_00048.jpg,284,31
Text,51,5,14,19,TRAIN_00048.jpg,284,31
Text,66,4,12,17,TRAIN_00048.jpg,284,31
Text,82,7,11,15,TRAIN_00048.jpg,284,31
Text,97,5,13,18,TRAIN_00048.jpg,284,31
Text,112,6,13,17,TRAIN_00048.jpg,284,31
Text,126,6,12,15,TRAIN_00048.jpg,284,31
Text,140,6,18,17,TRAIN_00048.jpg,284,31
Text,5,11,19,21,TRAIN_00049.jpg,324,44
Text,27,13,15,19,TRAIN_00049.jpg,324,44
Text,45,11,16,22,TRAIN_00049.jpg,324,44
Text,62,13,15,20,TRAIN_00049.jpg,324,44
Text,79,12,13,19,TRAIN_00049.jpg,324,44
Text,96,10,15,21,TRAIN_00049.jpg,324,44
Text,115,10,22,20,TRAIN_00049.jpg,324,44
Text,21,8,13,14,TRAIN_00050.jpg,284,31
Text,38,8,11,15,TRAIN_00050.jpg,284,31
Text,54,8,14,15,TRAIN_00050.jpg,284,31
Text,70,8,12,16,TRAIN_00050.jpg,284,31
Text,84,10,9,14,TRAIN_00050.jpg,284,31
Text,102,8,10,17,TRAIN_00050.jpg,284,31
Text,116,9,13,16,TRAIN_00050.jpg,284,31
Text,131,6,12,18,TRAIN_00050.jpg,284,31
Text,148,10,11,15,TRAIN_00050.jpg,284,31
Text,162,10,13,16,TRAIN_00050.jpg,284,31
Text,178,10,12,13,TRAIN_00050.jpg,284,31
Text,5,12,19,23,TRAIN_00051.jpg,324,44
Text,26,12,12,22,TRAIN_00051.jpg,324,44
Text,40,9,18,25,TRAIN_00051.jpg,324,44
Text,60,10,19,26,TRAIN_00051.jpg,324,44
Text,7,11,16,21,TRAIN_00052.jpg,324,44
Text,28,12,13,21,TRAIN_00052.jpg,324,44
Text,43,11,17,19,TRAIN_00052.jpg,324,44
Text,64,12,12,21,TRAIN_00052.jpg,324,44
Text,79,10,17,19,TRAIN_00052.jpg,324,44
Text,7,13,16,20,TRAIN_00053.jpg,324,44
Text,26,18,14,15,TRAIN_00053.jpg,324,44
Text,44,13,11,16,TRAIN_00053.jpg,324,44
Text,62,15,15,15,TRAIN_00053.jpg,324,44
Text,80,16,13,13,TRAIN_00053.jpg,324,44
Text,100,18,13,12,TRAIN_00053.jpg,324,44
Text,108,14,19,16,TRAIN_00053.jpg,324,44
Text,147,15,15,16,TRAIN_00053.jpg,324,44
Text,170,19,12,11,TRAIN_00053.jpg,324,44
Text,185,15,16,18,TRAIN_00053.jpg,324,44
Text,204,13,17,17,TRAIN_00053.jpg,324,44
Text,223,14,11,18,TRAIN_00053.jpg,324,44
Text,235,13,17,17,TRAIN_00053.jpg,324,44
Text,11,11,9,17,TRAIN_00054.jpg,388,36
Text,19,12,12,19,TRAIN_00054.jpg,388,36
Text,30,15,11,16,TRAIN_00054.jpg,388,36
